iq,prev_sem_result,cgpa,academic_performance,internship_experience,extra_curricular_score,communication_skills,projects_completed,cgpa_bucket,has_internship,academic_score,skill_score
110,9.99,9.52,7,No,1,7,3,high,0,8.196000000000002,11
115,5.82,5.75,7,Yes,6,4,3,low,1,6.5280000000000005,13
73,5.27,5.47,1,No,2,8,2,low,0,2.708,12
82,6.65,6.6,3,No,6,7,2,medium,0,4.46,15
69,7.31,7.27,3,Yes,4,3,4,medium,1,4.724,11
95,6.02,6.19,7,No,3,7,5,medium,0,6.6080000000000005,15
110,6.51,6.26,2,Yes,9,6,1,medium,1,3.8040000000000003,16
122,6.0,6.25,10,Yes,0,6,2,medium,1,8.4,8
101,8.87,8.52,7,No,7,10,0,high,0,7.748,17
124,8.56,8.46,9,Yes,1,3,5,high,1,8.824,9
79,8.17,8.33,1,No,9,4,3,high,0,3.8680000000000003,16
74,6.94,7.27,2,No,7,4,5,medium,0,3.976,16
99,9.55,9.84,6,No,6,6,4,high,0,7.42,16
105,9.85,10.07,2,No,2,9,2,,0,5.14,13
99,5.87,5.73,2,Yes,10,5,2,low,1,3.548,17
68,6.12,5.74,5,No,6,8,2,low,0,5.448,16
98,7.63,7.35,7,No,0,5,5,medium,0,7.252000000000001,10
80,5.46,5.82,4,Yes,4,6,1,low,1,4.584,11
110,7.18,7.54,6,Yes,1,6,5,high,1,6.4719999999999995,12
105,7.91,8.36,3,No,1,4,2,high,0,4.964,7
85,7.61,7.19,4,Yes,2,10,5,medium,1,5.444000000000001,17
92,6.65,6.69,4,No,6,10,3,medium,0,5.0600000000000005,19
84,7.71,7.86,4,No,1,5,2,high,0,5.484,8
99,9.79,10.0,1,Yes,3,4,5,high,1,4.516,12
114,6.03,6.17,4,No,3,2,0,medium,0,4.812,5
85,8.27,8.54,4,Yes,0,2,2,high,1,5.708,4
107,5.22,5.08,6,Yes,6,8,4,low,1,5.688,18
92,5.33,5.01,9,No,3,4,4,low,0,7.532,11
88,7.76,7.46,10,Yes,0,9,0,medium,1,9.104,9
98,5.52,5.03,6,No,2,6,4,low,0,5.808,12
84,5.11,4.96,6,No,7,5,1,low,0,5.644,13
91,5.86,5.45,7,No,3,7,3,low,0,6.5440000000000005,13
82,7.82,7.64,7,Yes,0,6,3,high,1,7.328,9
129,8.52,8.65,1,No,6,4,1,high,0,4.008,11
100,6.01,6.4,8,No,7,10,4,medium,0,7.204,21
89,8.34,8.68,1,No,4,9,0,high,0,3.9360000000000004,13
103,5.91,5.66,9,Yes,8,6,0,low,1,7.763999999999999,14
98,8.07,7.7,4,No,6,3,3,high,0,5.628,12
96,7.06,6.75,9,No,3,4,5,medium,0,8.224,12
109,8.27,8.74,8,No,8,4,0,high,0,8.108,12
111,9.98,10.03,9,Yes,5,8,1,,1,9.392,14
92,9.69,9.37,6,Yes,10,5,3,high,1,7.475999999999999,18
91,5.02,5.36,9,Yes,7,8,2,low,1,7.4079999999999995,17
95,9.43,9.33,4,Yes,1,8,1,high,1,6.172000000000001,10
65,5.33,5.73,3,Yes,4,6,1,low,1,3.932,11
77,9.77,9.53,3,No,2,5,0,high,0,5.708,7
120,6.41,6.3,8,No,4,2,5,medium,0,7.364,11
124,6.91,6.91,2,Yes,7,1,0,medium,1,3.9640000000000004,8
96,5.46,5.85,6,No,5,7,0,low,0,5.784,12
108,5.56,5.93,9,Yes,0,10,2,low,1,7.623999999999999,12
104,8.63,8.7,9,No,6,10,1,high,0,8.852,17
146,9.72,9.44,8,Yes,9,7,4,high,1,8.688,20
116,8.05,7.95,8,Yes,0,2,3,high,1,8.02,5
98,8.58,9.06,1,Yes,0,3,0,high,1,4.032,3
85,8.81,8.92,7,No,3,8,0,high,0,7.724,11
75,6.31,6.59,1,No,8,4,1,medium,0,3.124,13
103,5.23,5.18,9,No,7,5,2,low,0,7.491999999999999,14
88,5.01,5.04,3,No,9,7,0,low,0,3.804,16
78,6.75,6.68,1,No,2,8,2,medium,0,3.3000000000000003,12
90,6.21,6.41,8,No,5,1,2,medium,0,7.284,8
83,5.31,5.66,7,No,0,7,4,low,0,6.324,11
125,5.9,5.91,2,Yes,9,3,2,low,1,3.5600000000000005,14
113,5.62,5.6,7,Yes,0,5,4,low,1,6.448,9
99,9.57,9.41,5,No,5,1,3,high,0,6.828,9
122,5.7,5.38,7,No,4,3,2,low,0,6.48,9
101,7.69,8.13,10,Yes,5,5,3,high,1,9.076,13
87,7.97,7.79,7,No,8,1,2,high,0,7.388,11
122,7.72,8.02,2,Yes,4,2,4,high,1,4.288,10
108,5.5,5.72,2,No,1,3,4,low,0,3.4000000000000004,8
84,6.59,6.88,7,Yes,0,8,3,medium,1,6.836,11
97,5.26,5.7,3,Yes,10,5,1,low,1,3.904,16
86,6.98,7.1,4,No,1,5,1,medium,0,5.192,7
79,5.94,6.34,7,No,7,3,1,medium,0,6.5760000000000005,11
113,7.81,7.48,2,No,0,9,2,medium,0,4.324,11
128,8.46,8.59,2,No,5,9,1,high,0,4.5840000000000005,15
79,7.66,7.93,9,No,4,2,3,high,0,8.463999999999999,9
108,7.17,6.94,1,No,9,8,1,medium,0,3.4680000000000004,18
90,6.94,7.18,3,Yes,10,1,3,medium,1,4.5760000000000005,14
92,9.21,9.49,10,Yes,8,5,3,high,1,9.684000000000001,16
91,6.1,6.43,4,No,3,7,5,medium,0,4.84,15
87,8.67,8.48,5,No,4,8,2,high,0,6.468,14
100,8.79,8.97,3,No,4,8,5,high,0,5.316,17
87,7.1,6.9,9,Yes,10,6,4,medium,1,8.239999999999998,20
104,6.49,6.73,5,No,1,7,2,medium,0,5.596,10
99,7.35,7.31,7,No,10,4,2,medium,0,7.140000000000001,16
96,5.47,5.57,7,Yes,1,10,0,low,1,6.388,11
86,5.23,5.15,9,No,8,7,1,low,0,7.491999999999999,16
91,5.56,5.22,2,No,2,7,1,low,0,3.4239999999999995,10
111,5.94,5.62,3,No,5,9,3,low,0,4.176,17
107,7.52,7.1,4,Yes,3,2,4,medium,1,5.4079999999999995,9
85,9.25,9.37,8,No,3,8,5,high,0,8.5,16
101,6.18,6.53,1,Yes,4,9,1,medium,1,3.072,14
111,9.68,9.2,9,No,4,3,1,high,0,9.271999999999998,8
74,9.77,9.34,5,Yes,6,8,4,high,1,6.9079999999999995,18
108,9.79,9.75,4,No,6,1,1,high,0,6.316,8
90,9.19,9.43,8,No,0,10,0,high,0,8.475999999999999,10
108,6.82,6.48,9,No,5,5,1,medium,0,8.128,11
88,5.36,5.13,3,No,3,1,0,low,0,3.944,4
72,7.84,7.57,4,Yes,1,1,2,high,1,5.536,4
75,7.79,7.69,1,Yes,5,6,2,high,1,3.716,13
100,9.25,8.97,3,No,6,5,0,high,0,5.5,11
103,9.98,9.83,10,No,1,5,5,high,0,9.992,11
86,7.54,7.77,5,No,1,2,5,high,0,6.016,8
109,6.73,6.84,8,No,9,10,3,medium,0,7.492,22
75,5.93,5.51,1,Yes,10,9,0,low,1,2.972,19
99,5.02,5.16,1,Yes,6,5,3,low,1,2.608,14
81,7.55,7.53,3,Yes,8,3,4,high,1,4.82,15
90,7.78,8.21,9,No,2,7,4,high,0,8.512,13
100,9.12,8.91,9,No,2,6,0,high,0,9.047999999999998,8
87,7.52,7.75,1,No,7,6,3,high,0,3.608,16
94,9.58,9.81,4,No,1,5,2,high,0,6.232,8
115,8.14,7.86,8,No,8,4,0,high,0,8.056000000000001,12
91,9.2,9.6,2,No,6,6,0,high,0,4.88,12
112,5.74,5.73,4,Yes,7,7,3,low,1,4.696,17
83,9.28,9.46,7,No,8,8,4,high,0,7.912,20
107,8.38,8.03,7,No,2,2,5,high,0,7.5520000000000005,9
121,5.85,5.61,5,Yes,5,4,2,low,1,5.34,11
62,5.95,6.04,7,No,7,7,3,medium,0,6.58,17
88,9.63,9.45,6,No,0,3,3,high,0,7.452,6
108,5.16,5.16,2,No,5,5,2,low,0,3.2640000000000002,12
96,7.31,7.18,9,Yes,2,10,5,medium,1,8.324,17
105,6.57,6.71,5,No,7,7,5,medium,0,5.628,19
90,8.33,8.32,2,No,8,9,0,high,0,4.532,17
101,9.2,8.7,6,No,4,6,0,high,0,7.279999999999999,10
97,6.8,6.95,10,Yes,1,2,1,medium,1,8.72,4
117,7.13,7.05,5,Yes,6,9,2,medium,1,5.852,17
103,9.91,9.75,2,No,5,6,3,high,0,5.164000000000001,14
105,8.92,8.51,10,No,5,10,1,high,0,9.568,16
93,9.49,9.21,10,No,0,2,1,high,0,9.796,3
92,7.19,6.91,7,No,0,1,1,medium,0,7.0760000000000005,2
93,6.17,6.61,10,No,5,4,0,medium,0,8.468,9
105,7.06,6.99,2,Yes,5,2,4,medium,1,4.024,11
93,8.58,8.12,7,Yes,3,7,1,high,1,7.632000000000001,11
104,5.55,5.19,6,Yes,7,7,3,low,1,5.82,17
131,6.35,5.93,4,Yes,8,3,5,low,1,4.9399999999999995,16
113,5.23,5.32,4,No,5,10,0,low,0,4.492,15
95,7.16,6.85,6,No,9,1,5,medium,0,6.464,15
118,9.14,9.14,9,No,7,2,4,high,0,9.056000000000001,13
93,5.12,4.99,10,Yes,7,8,4,low,1,8.048,19
69,8.38,8.68,6,Yes,1,4,1,high,1,6.952,6
84,9.66,9.48,6,Yes,3,3,1,high,1,7.464,7
71,6.18,6.14,1,No,0,10,0,medium,0,3.072,10
94,8.47,8.69,5,Yes,0,7,1,high,1,6.388,8
100,9.88,9.81,1,No,5,10,0,high,0,4.5520000000000005,15
125,9.81,10.1,9,No,6,4,4,,0,9.324,14
104,6.17,6.33,10,No,4,2,3,medium,0,8.468,9
96,5.5,5.41,4,Yes,7,3,3,low,1,4.6,13
112,5.74,5.74,2,No,8,4,2,low,0,3.4960000000000004,14
66,8.51,8.98,9,No,3,1,5,high,0,8.803999999999998,9
103,8.63,8.79,6,Yes,0,8,2,high,1,7.052,10
111,8.37,8.77,10,Yes,5,8,2,high,1,9.347999999999999,15
77,6.68,6.36,3,No,0,5,3,medium,0,4.4719999999999995,8
117,5.85,5.83,2,Yes,1,6,1,low,1,3.54,8
105,7.9,8.31,6,Yes,10,4,0,high,1,6.76,14
93,7.42,7.24,10,Yes,3,3,3,medium,1,8.968,9
109,8.64,9.11,6,Yes,3,3,2,high,1,7.056,8
134,7.21,6.81,9,Yes,5,4,2,medium,1,8.283999999999999,11
102,6.69,7.09,5,No,7,6,5,medium,0,5.676,18
103,6.47,6.42,9,No,2,2,1,medium,0,7.9879999999999995,5
93,6.06,5.63,5,No,5,6,2,low,0,5.4239999999999995,13
87,6.33,6.71,2,Yes,2,8,2,medium,1,3.732,12
112,5.47,5.22,1,Yes,1,9,0,low,1,2.7880000000000003,10
87,6.73,6.25,9,Yes,3,4,1,medium,1,8.091999999999999,8
101,5.18,4.82,10,No,3,5,4,low,0,8.072,12
92,5.93,6.09,7,Yes,1,8,4,medium,1,6.572,13
107,8.73,9.21,3,No,10,10,2,high,0,5.292,22
105,6.63,6.24,6,Yes,2,2,2,medium,1,6.252,6
115,8.34,8.3,10,No,8,10,0,high,0,9.336,18
92,8.58,8.26,4,No,9,2,4,high,0,5.832000000000001,15
95,7.91,8.16,9,Yes,8,9,1,high,1,8.564,18
85,9.79,9.41,2,No,9,6,1,high,0,5.116,16
93,5.11,4.85,4,No,6,10,3,low,0,4.444,19
105,8.69,8.39,1,No,1,9,5,high,0,4.076,15
111,9.79,9.84,7,No,4,10,3,high,0,8.116,17
86,9.31,9.68,4,Yes,7,7,1,high,1,6.1240000000000006,15
113,5.84,5.85,5,No,0,5,3,low,0,5.336,8
120,6.63,6.19,1,Yes,0,9,5,medium,1,3.2520000000000002,14
106,5.86,5.92,2,Yes,10,9,5,low,1,3.5440000000000005,24
128,8.01,8.31,4,Yes,10,2,0,high,1,5.604,12
88,8.56,8.19,2,Yes,5,8,2,high,1,4.6240000000000006,15
81,6.59,6.16,1,Yes,6,8,1,medium,1,3.236,15
73,7.7,7.39,10,No,6,2,4,medium,0,9.08,12
122,8.45,8.7,1,No,2,10,4,high,0,3.98,16
109,7.11,7.2,6,No,9,7,1,medium,0,6.444,17
99,9.27,9.31,2,No,3,1,3,high,0,4.908,7
104,8.86,8.61,3,No,8,5,3,high,0,5.343999999999999,16
83,5.32,5.15,5,Yes,10,5,1,low,1,5.128,16
136,8.11,8.58,3,Yes,9,10,1,high,1,5.044,20
101,6.18,5.92,6,No,3,5,1,low,0,6.071999999999999,9
101,7.79,8.19,7,No,4,2,0,high,0,7.316000000000001,6
110,9.78,9.86,10,Yes,5,3,4,high,1,9.911999999999999,12
107,9.4,9.02,6,Yes,6,6,0,high,1,7.359999999999999,12
103,7.02,6.99,2,Yes,4,1,5,medium,1,4.008,10
88,6.46,6.91,9,No,6,6,0,medium,0,7.984,12
107,6.17,6.09,2,No,1,6,2,medium,0,3.668,9
128,7.66,8.02,6,No,6,7,0,high,0,6.664,13
120,5.57,5.33,9,No,4,9,5,low,0,7.628,18
123,7.75,7.82,9,No,9,9,4,high,0,8.5,22
92,5.01,5.35,2,No,4,4,3,low,0,3.2039999999999997,11
85,6.62,7.04,9,No,10,2,4,medium,0,8.048,16
98,6.1,6.09,8,No,5,5,1,medium,0,7.24,11
100,9.86,10.0,7,Yes,8,1,5,high,1,8.144,14
116,8.64,8.14,8,No,3,5,1,high,0,8.256,9
74,6.75,6.5,10,Yes,4,10,1,medium,1,8.7,15
122,5.46,5.24,8,No,4,3,0,low,0,6.984,7
97,7.58,7.17,1,Yes,2,7,5,medium,1,3.632,14
93,6.07,5.85,9,Yes,2,7,2,low,1,7.827999999999999,11
84,7.68,7.5,6,No,0,3,3,medium,0,6.672,6
75,9.18,9.65,1,No,3,5,0,high,0,4.272,8
112,8.08,8.25,1,Yes,8,9,1,high,1,3.8320000000000003,18
101,8.17,8.1,7,No,1,4,4,high,0,7.468,9
80,7.71,8.2,10,No,9,2,1,high,0,9.084,12
80,9.64,9.29,2,Yes,3,3,4,high,1,5.056,10
94,9.66,9.64,6,Yes,8,1,3,high,1,7.464,12
125,7.56,7.71,5,No,8,5,1,high,0,6.024,14
96,6.53,6.09,5,Yes,7,9,5,medium,1,5.612,21
77,7.3,7.52,10,No,1,2,5,high,0,8.92,8
96,5.93,5.53,6,Yes,10,3,3,low,1,5.9719999999999995,16
95,8.18,7.82,8,Yes,2,3,1,high,1,8.072,6
59,7.5,7.16,5,Yes,5,7,1,medium,1,6.0,13
99,5.52,5.95,8,Yes,1,10,4,low,1,7.007999999999999,15
96,5.99,6.17,5,No,2,7,2,medium,0,5.396000000000001,11
110,7.4,7.56,10,No,0,1,5,high,0,8.96,6
127,9.44,9.5,6,Yes,3,3,4,high,1,7.3759999999999994,10
116,7.83,7.62,8,Yes,10,1,0,high,1,7.932,11
95,8.41,8.53,2,No,5,9,3,high,0,4.564,17
83,6.7,6.61,7,Yes,0,7,3,medium,1,6.880000000000001,10
138,7.86,7.51,3,No,0,5,2,high,0,4.944,7
100,7.24,7.43,9,Yes,7,7,1,medium,1,8.296,15
100,8.3,7.93,10,Yes,6,3,3,high,1,9.32,12
99,5.25,4.94,7,Yes,6,3,2,low,1,6.300000000000001,11
102,7.47,7.79,3,Yes,6,1,0,high,1,4.788,7
97,6.48,6.64,8,No,4,5,3,medium,0,7.392,12
91,6.63,6.76,10,Yes,3,7,0,medium,1,8.652000000000001,10
91,9.8,9.72,2,Yes,6,3,5,high,1,5.12,14
99,5.91,5.81,10,No,10,5,4,low,0,8.364,19
91,6.56,6.75,8,No,2,10,3,medium,0,7.4239999999999995,15
89,7.55,7.79,7,No,8,1,3,high,0,7.220000000000001,12
101,9.32,9.33,5,Yes,1,7,1,high,1,6.728,9
96,7.08,7.55,4,Yes,0,8,0,high,1,5.232,8
122,8.72,9.18,10,No,7,8,4,high,0,9.488,19
60,9.28,9.19,10,No,5,1,2,high,0,9.712,8
116,6.55,6.87,1,No,3,4,4,medium,0,3.22,11
118,6.96,7.0,4,Yes,9,9,3,medium,1,5.184,21
68,6.78,6.79,6,Yes,8,2,5,medium,1,6.311999999999999,15
94,9.16,8.71,6,No,4,1,0,high,0,7.263999999999999,5
94,5.22,5.29,2,No,10,6,3,low,0,3.2880000000000003,19
78,6.54,6.94,9,Yes,0,1,2,medium,1,8.016,3
88,8.4,8.68,1,No,0,6,2,high,0,3.9600000000000004,8
83,7.83,8.12,4,Yes,6,1,3,high,1,5.532,10
126,7.18,6.84,4,No,0,6,5,medium,0,5.272,11
114,7.7,7.56,2,No,5,9,3,high,0,4.28,17
119,5.99,5.72,8,No,6,5,3,low,0,7.196,14
110,7.15,6.97,2,No,10,4,0,medium,0,4.0600000000000005,14
83,7.51,7.59,2,Yes,9,8,1,high,1,4.204,18
92,9.51,9.37,2,Yes,4,4,2,high,1,5.0040000000000004,10
107,6.3,6.36,1,No,2,4,0,medium,0,3.12,6
81,9.34,9.28,5,Yes,2,9,2,high,1,6.736000000000001,13
110,8.22,8.01,4,No,1,1,3,high,0,5.688000000000001,5
96,5.1,4.7,2,No,10,3,2,low,0,3.24,15
94,8.62,9.01,1,Yes,0,4,5,high,1,4.048,9
110,5.18,4.69,1,No,10,8,5,low,0,2.672,23
106,9.99,9.49,2,Yes,7,1,5,high,1,5.196000000000001,13
94,9.36,9.69,1,Yes,8,3,4,high,1,4.343999999999999,15
117,6.49,6.99,9,No,1,2,2,medium,0,7.9959999999999996,5
83,6.29,6.52,2,No,3,6,5,medium,0,3.716,14
109,6.91,6.43,3,Yes,2,9,4,medium,1,4.564,15
108,6.78,6.51,9,Yes,3,10,0,medium,1,8.112,13
95,6.86,7.33,5,No,3,9,0,medium,0,5.744,12
104,6.59,6.9,8,Yes,7,10,5,medium,1,7.436,22
81,8.11,8.18,7,No,10,5,4,high,0,7.444,19
113,5.82,5.56,6,No,2,3,2,low,0,5.928,7
97,9.23,8.74,2,Yes,2,8,5,high,1,4.892,15
92,9.06,8.58,4,No,5,9,0,high,0,6.024000000000001,14
115,7.38,7.49,9,Yes,10,9,2,medium,1,8.352,21
89,9.26,8.78,7,No,2,1,1,high,0,7.904,4
78,6.24,6.73,3,Yes,4,10,5,medium,1,4.296,19
76,5.09,4.77,6,Yes,3,5,1,low,1,5.635999999999999,9
109,8.1,8.31,8,No,10,10,5,high,0,8.04,25
80,7.29,6.95,8,No,3,9,4,medium,0,7.716,16
126,7.84,7.88,8,No,1,3,4,high,0,7.936,8
68,9.5,9.08,8,Yes,8,7,2,high,1,8.6,17
125,9.85,10.12,10,No,4,9,1,,0,9.94,14
103,8.17,8.25,6,Yes,4,2,1,high,1,6.868,7
98,8.82,8.41,10,No,6,2,4,high,0,9.528,12
91,5.42,5.77,3,Yes,2,5,3,low,1,3.968,10
105,5.8,5.85,9,No,5,8,2,low,0,7.719999999999999,15
99,8.67,9.09,3,Yes,0,10,2,high,1,5.268,12
116,7.16,7.58,4,Yes,4,5,0,high,1,5.264,9
101,7.23,7.65,10,No,4,8,4,high,0,8.892,16
102,6.54,6.12,1,No,8,4,0,medium,0,3.216,12
94,8.04,7.66,2,Yes,4,9,3,high,1,4.4159999999999995,16
99,5.93,6.42,6,No,7,4,0,medium,0,5.9719999999999995,11
104,8.13,8.12,1,Yes,2,5,3,high,1,3.8520000000000008,10
74,5.87,5.61,9,No,10,7,0,low,0,7.747999999999999,17
79,5.32,5.59,8,No,5,9,4,low,0,6.928,18
111,6.65,6.41,2,No,1,5,3,medium,0,3.8600000000000003,9
102,6.16,6.39,2,No,8,7,2,medium,0,3.6640000000000006,17
97,9.44,9.78,8,Yes,5,4,4,high,1,8.576,13
100,5.27,5.55,8,No,4,2,4,low,0,6.9079999999999995,10
105,5.88,5.65,1,No,8,2,5,low,0,2.952,15
91,7.74,7.64,5,Yes,0,5,1,high,1,6.096,6
88,7.41,7.32,2,Yes,2,2,2,medium,1,4.164000000000001,6
102,5.23,5.22,1,No,1,2,0,low,0,2.692,3
85,5.04,4.71,3,No,8,2,4,low,0,3.816,14
106,9.94,9.89,3,Yes,10,4,0,high,1,5.776,14
74,8.29,8.3,10,No,5,8,4,high,0,9.315999999999999,17
115,6.83,6.86,9,Yes,10,7,2,medium,1,8.132,19
107,7.35,7.67,10,No,5,5,4,high,0,8.94,14
103,6.33,6.35,1,No,4,7,0,medium,0,3.132,11
114,6.72,6.45,2,No,3,6,0,medium,0,3.888,9
124,8.25,8.41,9,Yes,3,8,2,high,1,8.7,13
115,9.41,9.71,5,No,1,8,0,high,0,6.764,9
72,5.92,5.74,9,No,6,7,3,low,0,7.767999999999999,16
80,9.2,9.35,6,Yes,5,5,4,high,1,7.279999999999999,14
90,5.61,5.26,10,No,2,6,3,low,0,8.244,11
100,6.07,5.91,10,No,6,10,1,low,0,8.428,17
107,5.19,5.6,3,No,8,8,1,low,0,3.876,17
89,5.7,6.11,8,No,9,7,5,medium,0,7.08,21
102,9.59,9.67,9,No,0,5,5,high,0,9.236,10
88,7.3,7.5,2,No,10,10,4,medium,0,4.12,24
90,5.39,5.74,9,Yes,9,8,0,low,1,7.555999999999999,17
78,9.8,10.26,4,No,7,4,2,,0,6.32,13
86,9.39,9.38,8,No,1,6,1,high,0,8.556000000000001,8
79,8.77,8.83,5,No,0,4,0,high,0,6.508,4
85,9.67,9.59,6,No,8,5,5,high,0,7.468,18
115,6.1,5.67,4,No,1,10,2,low,0,4.84,13
85,9.18,9.1,5,No,6,3,4,high,0,6.672000000000001,13
139,8.45,8.74,1,No,6,2,0,high,0,3.98,8
107,9.35,9.65,3,Yes,0,1,3,high,1,5.54,4
102,8.98,9.37,4,No,9,3,4,high,0,5.992000000000001,16
87,6.73,6.28,1,No,0,1,1,medium,0,3.2920000000000003,2
110,8.87,8.9,3,Yes,6,6,4,high,1,5.348,16
91,6.31,5.92,4,No,5,2,4,low,0,4.9239999999999995,11
101,6.64,6.34,9,Yes,3,3,2,medium,1,8.056,8
138,5.54,5.94,3,No,2,8,1,low,0,4.016,11
98,9.68,9.68,3,No,4,5,5,high,0,5.672,14
117,6.46,6.72,4,No,4,2,2,medium,0,4.984,8
89,7.6,7.16,9,No,10,2,4,medium,0,8.44,16
99,6.96,6.88,9,No,2,3,0,medium,0,8.184,5
126,9.8,9.97,1,No,5,3,3,high,0,4.5200000000000005,11
90,6.68,6.31,8,No,2,8,3,medium,0,7.4719999999999995,13
127,8.89,8.72,10,No,3,5,2,high,0,9.556000000000001,10
110,9.28,8.84,1,No,2,8,0,high,0,4.311999999999999,10
91,7.18,7.33,2,No,5,4,3,medium,0,4.072,12
109,6.89,7.36,10,Yes,8,9,0,medium,1,8.756,17
114,8.74,9.07,5,No,2,3,5,high,0,6.496,10
109,9.56,10.03,6,No,0,2,5,,0,7.4239999999999995,7
76,8.77,9.12,2,No,6,6,2,high,0,4.708,14
89,6.14,6.5,10,Yes,4,4,1,medium,1,8.456,9
96,9.44,9.52,5,Yes,3,2,0,high,1,6.776,5
98,6.94,6.96,3,Yes,2,6,0,medium,1,4.5760000000000005,8
109,7.88,7.79,7,No,6,4,1,high,0,7.352,11
102,9.16,9.48,1,No,1,10,4,high,0,4.264,15
79,5.94,5.62,5,No,10,4,4,low,0,5.376,18
105,8.92,8.48,3,No,3,10,4,high,0,5.368,17
109,7.98,8.43,2,Yes,1,4,2,high,1,4.392,7
108,9.47,8.97,3,No,9,4,4,high,0,5.588,17
116,5.86,6.34,10,No,7,8,2,medium,0,8.344000000000001,17
112,7.1,7.33,4,Yes,2,1,1,medium,1,5.24,4
106,9.16,8.99,2,No,4,9,0,high,0,4.864,13
98,5.1,5.3,2,Yes,10,3,3,low,1,3.24,16
75,5.56,5.88,3,No,3,5,3,low,0,4.023999999999999,11
106,9.95,9.7,2,No,4,5,2,high,0,5.18,11
103,6.4,6.67,6,No,3,4,2,medium,0,6.16,9
104,9.88,10.18,2,No,7,4,5,,0,5.152,16
80,5.91,5.66,1,No,5,7,0,low,0,2.9640000000000004,12
83,6.81,6.35,8,No,0,4,1,medium,0,7.524,5
115,8.76,8.46,10,No,4,10,0,high,0,9.504,14
99,8.29,7.99,4,No,0,3,5,high,0,5.715999999999999,8
110,7.91,7.48,2,No,2,9,2,medium,0,4.364,13
100,7.65,7.88,4,Yes,10,4,0,high,1,5.460000000000001,14
100,9.22,9.1,2,No,5,4,2,high,0,4.888000000000001,11
114,6.17,6.55,5,No,8,10,3,medium,0,5.468,21
92,7.21,6.96,7,No,2,8,0,medium,0,7.0840000000000005,10
101,5.78,5.73,6,No,3,7,1,low,0,5.912,11
93,7.98,8.12,2,No,9,4,3,high,0,4.392,16
93,6.25,6.63,4,No,0,8,1,medium,0,4.9,9
95,6.67,6.69,8,No,9,10,1,medium,0,7.468,20
103,7.36,7.23,7,Yes,1,2,2,medium,1,7.144,5
92,5.13,5.5,7,No,6,9,1,low,0,6.252000000000001,16
118,5.46,5.27,4,No,7,2,5,low,0,4.584,14
86,8.43,8.01,1,Yes,0,10,4,high,1,3.972,14
97,7.14,7.09,7,No,8,3,1,medium,0,7.056,12
93,9.32,9.61,6,No,5,6,0,high,0,7.327999999999999,11
121,8.47,8.0,8,Yes,0,7,5,high,1,8.188,12
102,5.04,5.13,5,No,3,9,2,low,0,5.016,14
115,8.08,8.17,8,Yes,3,8,2,high,1,8.032,13
77,5.47,5.9,10,Yes,6,6,5,low,1,8.188,17
104,8.9,8.69,8,No,0,8,4,high,0,8.36,12
113,9.96,9.74,9,Yes,9,5,2,high,1,9.384,16
101,7.66,7.6,1,No,8,10,2,high,0,3.664,20
115,8.41,8.27,3,No,0,10,3,high,0,5.164,13
92,6.19,6.43,6,No,9,9,3,medium,0,6.0760000000000005,21
121,7.19,7.33,4,No,2,4,3,medium,0,5.276,9
134,9.28,9.54,8,Yes,0,1,4,high,1,8.512,5
94,5.84,6.16,10,No,0,8,5,medium,0,8.336,13
93,6.33,6.75,1,No,3,5,2,medium,0,3.132,10
121,7.23,7.16,5,Yes,1,9,2,medium,1,5.892,12
123,8.56,9.04,4,Yes,8,3,2,high,1,5.824,13
92,6.88,6.6,1,No,0,9,1,medium,0,3.3520000000000003,10
93,9.64,9.85,10,No,2,8,2,high,0,9.856,12
95,5.47,5.5,6,No,1,6,2,low,0,5.788,9
79,6.85,7.17,10,Yes,0,10,5,medium,1,8.74,15
86,8.54,8.52,3,No,10,10,0,high,0,5.215999999999999,20
84,6.13,6.41,5,Yes,8,8,0,medium,1,5.452,16
88,8.28,8.71,6,No,4,8,2,high,0,6.911999999999999,14
99,5.82,6.05,4,No,10,7,1,medium,0,4.728,18
103,5.28,5.56,10,Yes,5,7,1,low,1,8.112,13
123,5.61,5.18,10,Yes,7,3,4,low,1,8.244,14
85,9.65,9.35,6,No,6,7,4,high,0,7.46,17
114,7.76,8.23,7,Yes,6,3,5,high,1,7.304,14
96,8.98,9.17,2,No,8,9,2,high,0,4.792000000000001,19
99,6.66,6.72,7,Yes,2,5,3,medium,1,6.864000000000001,10
110,7.96,7.83,7,No,9,8,1,high,0,7.384,18
83,7.47,7.01,2,Yes,7,3,3,medium,1,4.188,13
105,9.73,9.6,3,No,5,3,4,high,0,5.692,12
102,8.74,8.74,3,No,7,3,1,high,0,5.296,11
107,8.65,8.36,1,Yes,3,8,3,high,1,4.0600000000000005,14
104,5.23,4.9,1,Yes,0,9,2,low,1,2.692,11
136,7.75,7.76,10,No,10,7,3,high,0,9.1,20
90,7.33,7.42,6,No,2,1,4,medium,0,6.532,7
92,9.64,9.38,9,Yes,9,6,1,high,1,9.256,16
90,6.29,6.38,9,Yes,2,3,1,medium,1,7.9159999999999995,6
91,6.35,6.75,1,Yes,0,1,1,medium,1,3.14,2
90,7.06,7.03,7,No,4,10,2,medium,0,7.024,16
117,6.22,6.58,6,No,5,2,1,medium,0,6.087999999999999,8
121,5.65,6.08,4,No,8,3,3,medium,0,4.66,14
91,9.29,8.88,3,No,7,7,0,high,0,5.516,14
