studentid,cgpa,internships,projects,workshops/certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
451,8.0,1,3,0,77,4.1,No,No,82,84,1.0
452,8.6,0,2,1,90,4.6,Yes,Yes,56,87,1.0
453,7.6,0,2,0,83,4.2,No,Yes,55,70,
454,7.0,1,1,1,71,4.3,No,Yes,74,64,
455,7.9,2,3,2,90,4.8,Yes,Yes,78,86,1.0
456,7.7,1,3,2,84,4.6,Yes,Yes,80,83,1.0
457,7.4,1,3,0,76,4.4,Yes,Yes,58,71,
458,6.5,1,1,1,78,4.1,No,Yes,55,62,
459,7.4,1,2,0,73,4.3,No,Yes,65,68,
460,7.8,2,3,2,84,4.1,Yes,Yes,76,80,1.0
461,7.7,1,1,0,80,4.8,Yes,Yes,55,61,
462,7.9,0,1,0,60,3.4,No,No,64,59,
463,7.4,1,1,0,79,4.8,No,Yes,72,66,
464,8.2,2,2,1,76,4.6,Yes,Yes,66,65,
465,7.4,0,1,0,78,4.6,No,No,56,69,
466,6.7,1,1,1,66,3.6,No,No,55,67,
467,6.5,1,2,0,84,4.2,Yes,No,74,78,
468,7.8,0,1,1,73,4.8,Yes,Yes,77,88,1.0
469,7.2,1,2,1,68,4.4,No,No,55,64,
470,8.1,0,2,0,88,4.0,No,Yes,67,84,1.0
471,8.2,1,2,0,83,4.6,Yes,Yes,66,86,1.0
472,8.2,0,3,3,90,4.7,Yes,Yes,65,87,1.0
473,8.4,2,1,2,81,4.7,Yes,Yes,77,82,
474,7.8,0,3,2,77,4.2,Yes,Yes,83,76,
475,7.3,1,2,1,75,4.6,No,Yes,55,75,
476,7.5,1,1,0,67,4.6,No,No,86,62,
477,8.0,2,1,0,74,4.1,No,Yes,80,67,1.0
478,7.5,2,3,2,90,4.7,Yes,Yes,80,83,1.0
479,8.4,2,3,1,85,4.7,Yes,Yes,63,78,1.0
480,6.6,1,1,0,73,3.4,No,No,56,69,
481,7.6,1,1,0,66,3.7,Yes,Yes,65,60,
482,7.1,1,2,0,80,4.3,Yes,Yes,69,65,
483,7.6,1,2,2,69,3.3,No,Yes,64,63,
484,7.5,1,1,2,75,3.5,Yes,Yes,55,64,
485,6.5,1,1,0,74,3.9,No,No,70,67,
486,6.7,1,1,1,73,4.0,No,Yes,62,65,
487,8.3,1,3,1,86,4.8,No,Yes,80,67,
488,8.6,2,1,2,73,4.6,Yes,No,55,82,
489,6.6,1,3,0,70,4.1,Yes,No,78,63,1.0
490,8.3,1,3,0,82,4.8,Yes,Yes,71,88,
491,7.6,1,2,1,76,3.9,No,No,55,69,
492,8.3,2,3,2,79,4.4,Yes,Yes,74,80,1.0
493,8.5,1,2,1,70,4.5,Yes,Yes,74,64,1.0
494,7.7,1,2,0,82,4.3,No,Yes,77,67,
495,7.4,1,1,0,89,4.4,No,Yes,58,73,
496,8.8,1,3,2,88,4.8,Yes,Yes,79,86,1.0
497,7.0,1,2,0,75,4.6,Yes,Yes,78,67,
498,7.7,0,3,2,86,4.7,No,Yes,79,67,
499,7.5,0,2,0,71,3.4,No,No,55,62,
500,7.5,1,1,1,79,3.6,No,Yes,63,65,
501,7.8,1,1,0,82,4.2,No,Yes,75,71,
502,6.8,1,1,2,74,4.2,Yes,No,77,84,
503,7.3,0,1,0,80,3.5,No,Yes,55,61,
504,7.2,0,2,1,60,3.6,No,No,74,71,
505,6.7,2,0,0,69,3.9,No,Yes,76,71,
506,7.3,0,3,2,77,4.6,Yes,Yes,72,88,1.0
507,6.6,2,3,1,72,4.6,Yes,No,56,57,
508,6.9,2,1,0,67,4.0,Yes,No,59,61,
509,8.2,1,1,0,79,4.2,No,No,72,69,
510,6.7,1,2,1,80,4.1,No,No,63,59,
511,7.9,1,2,1,63,4.2,No,Yes,56,69,
512,8.3,2,3,2,89,4.7,Yes,Yes,80,88,1.0
513,6.8,0,2,0,88,4.5,No,Yes,67,63,
514,7.6,1,2,0,88,4.8,No,Yes,57,68,
515,7.9,2,3,2,90,4.8,Yes,Yes,80,84,
516,6.5,0,3,0,81,4.8,Yes,Yes,90,68,
517,7.3,1,1,1,69,4.2,No,No,55,65,
518,7.7,2,3,0,78,4.1,Yes,Yes,70,81,
519,7.9,1,2,2,75,4.6,Yes,Yes,71,85,
520,7.9,2,3,1,82,4.2,Yes,Yes,83,69,
521,7.5,1,1,0,71,3.7,No,Yes,55,61,
522,7.5,1,3,0,86,4.2,Yes,Yes,81,71,
523,8.2,1,1,2,83,4.4,Yes,Yes,64,80,1.0
524,8.0,0,3,3,90,4.3,Yes,Yes,75,87,1.0
525,7.5,1,3,1,89,4.2,No,Yes,72,71,
526,7.8,1,1,0,69,4.7,No,No,57,64,
527,8.1,0,2,0,80,4.5,No,Yes,69,83,
528,8.2,1,1,0,70,4.2,No,No,55,62,
529,8.1,1,3,0,88,4.3,No,No,72,85,
530,8.1,1,3,2,90,4.5,Yes,Yes,77,81,1.0
531,6.7,1,2,1,68,4.6,No,Yes,72,68,
532,7.7,2,1,0,75,4.4,Yes,No,81,82,
533,7.6,0,1,1,73,4.4,No,Yes,70,67,
534,8.6,2,3,2,87,4.8,Yes,Yes,77,82,1.0
535,7.5,1,2,0,77,4.3,No,No,55,74,
536,8.4,2,2,2,73,4.8,Yes,No,78,82,1.0
537,8.1,2,3,2,84,4.6,Yes,Yes,78,84,1.0
538,6.5,1,2,0,78,4.6,No,Yes,62,57,
539,8.9,2,3,2,90,4.8,Yes,Yes,79,87,1.0
540,7.5,2,2,0,73,4.4,Yes,Yes,86,74,1.0
541,8.7,2,3,2,90,4.8,Yes,Yes,75,88,1.0
542,7.4,2,3,2,84,4.8,Yes,Yes,82,80,
543,7.8,1,1,1,66,3.4,No,No,55,69,1.0
544,8.3,1,3,1,84,4.6,Yes,Yes,75,82,
545,8.3,1,2,2,85,4.6,Yes,Yes,72,88,1.0
546,7.6,2,3,2,90,4.5,Yes,Yes,75,82,1.0
547,6.5,1,1,1,74,4.0,No,No,56,73,
548,7.4,1,3,1,75,4.5,Yes,Yes,83,67,1.0
549,7.9,1,3,0,90,4.6,Yes,Yes,81,79,1.0
550,8.4,1,1,0,73,4.2,No,Yes,55,69,
551,7.7,2,2,1,74,4.1,No,Yes,55,63,
552,8.2,1,3,1,88,4.8,Yes,Yes,71,82,
553,7.6,0,2,0,81,4.0,No,No,60,60,
554,6.8,1,1,0,67,4.1,No,No,57,61,
555,8.2,0,3,0,76,4.7,Yes,Yes,77,66,
556,8.3,2,3,2,88,4.7,Yes,Yes,70,85,1.0
557,7.1,0,2,0,67,3.2,No,No,57,57,
558,6.5,1,2,1,60,3.5,No,No,60,65,
559,8.6,1,3,2,90,4.8,Yes,Yes,90,88,1.0
560,7.6,2,2,0,72,4.3,No,Yes,77,67,1.0
561,7.9,2,1,1,78,4.1,Yes,Yes,58,76,
562,7.7,1,3,0,82,4.2,Yes,Yes,90,88,1.0
563,7.4,1,3,2,88,4.8,Yes,Yes,82,85,1.0
564,6.5,1,3,1,68,4.0,Yes,Yes,86,71,
565,8.2,1,2,1,90,4.7,Yes,Yes,76,80,1.0
566,7.6,1,2,2,70,4.8,No,Yes,73,84,1.0
567,7.3,0,2,1,78,4.8,No,Yes,83,72,
568,8.1,2,3,2,90,4.4,Yes,Yes,70,88,
569,7.5,1,1,1,71,4.3,No,No,57,68,
570,7.4,1,3,0,81,4.7,Yes,Yes,76,84,1.0
571,7.8,0,3,2,90,4.7,Yes,Yes,81,82,1.0
572,8.2,2,3,2,90,4.8,Yes,Yes,88,82,1.0
573,8.4,0,3,2,79,4.5,Yes,Yes,75,64,
574,8.2,2,3,2,90,4.7,Yes,Yes,85,80,1.0
575,7.6,2,1,2,87,4.8,Yes,No,88,62,
576,8.6,1,1,1,88,4.0,No,Yes,80,66,1.0
577,6.5,2,3,1,84,4.7,Yes,Yes,85,83,1.0
578,6.7,0,3,2,90,4.8,No,No,55,63,
579,7.5,1,1,0,70,4.5,No,No,55,67,
580,7.5,1,2,0,60,4.0,No,Yes,56,71,
581,7.5,1,1,1,60,4.1,No,No,55,64,
582,8.7,2,3,2,90,4.8,Yes,Yes,77,86,1.0
583,7.4,1,2,1,71,4.8,No,Yes,63,69,
584,7.8,0,1,1,77,4.1,Yes,Yes,55,70,
585,8.1,2,3,2,90,4.4,Yes,Yes,81,87,1.0
586,7.3,1,1,0,81,4.4,No,No,55,65,
587,7.8,2,3,0,90,4.8,Yes,Yes,78,83,1.0
588,8.0,0,0,2,76,4.8,Yes,No,62,64,1.0
589,7.5,1,3,1,90,4.8,Yes,Yes,74,85,1.0
590,7.8,1,2,0,81,3.9,No,No,63,71,
591,6.5,0,3,0,68,4.2,Yes,No,64,62,1.0
592,7.9,0,1,0,66,4.1,No,No,72,84,
593,7.7,0,3,1,80,4.3,No,No,55,71,
594,8.0,1,3,0,87,4.3,Yes,Yes,79,67,
595,7.8,1,1,0,85,4.5,Yes,Yes,70,65,
596,8.5,2,3,2,90,4.8,Yes,Yes,80,84,1.0
597,8.4,1,3,2,90,4.6,Yes,Yes,82,88,1.0
598,7.4,2,1,1,81,4.0,Yes,No,76,66,1.0
599,7.0,1,3,0,82,4.6,No,Yes,71,72,
600,7.6,1,2,1,85,4.6,No,No,90,79,
601,6.8,1,1,1,75,3.8,No,Yes,60,67,
602,7.5,0,2,1,63,3.5,No,Yes,75,66,
603,8.5,2,3,0,89,4.8,Yes,Yes,79,80,1.0
604,6.9,1,2,1,70,4.4,Yes,Yes,55,66,
605,8.2,0,1,0,73,4.8,Yes,Yes,55,66,1.0
606,6.5,0,3,2,85,4.7,Yes,No,65,81,1.0
607,7.7,1,2,2,76,4.1,Yes,Yes,66,78,
608,7.7,1,1,1,78,4.2,Yes,Yes,66,67,
609,6.8,1,1,0,74,3.8,No,Yes,62,67,
610,8.3,1,3,0,78,4.7,Yes,Yes,76,82,
611,7.6,2,1,1,89,3.9,No,Yes,55,67,
612,7.4,0,3,0,78,4.4,Yes,Yes,70,81,1.0
613,8.1,2,3,2,90,4.8,Yes,Yes,76,84,1.0
614,7.7,0,1,1,67,4.2,Yes,No,64,64,
615,6.5,2,3,2,84,4.0,Yes,No,74,83,
616,8.0,2,3,2,90,4.8,Yes,Yes,75,88,1.0
617,6.9,1,1,1,74,4.3,No,Yes,57,57,
618,8.5,2,2,0,79,4.8,Yes,No,55,64,
619,6.5,1,1,0,84,4.5,Yes,Yes,55,84,
620,7.7,1,1,0,73,3.9,No,Yes,59,67,1.0
621,7.4,1,2,1,90,4.8,Yes,Yes,73,67,1.0
622,6.7,1,1,1,68,4.3,No,No,55,60,
623,8.3,1,2,2,88,4.4,Yes,Yes,78,86,1.0
624,7.6,0,1,1,70,4.0,No,No,69,69,
625,8.4,1,1,0,72,3.9,Yes,No,60,82,
626,7.1,1,2,1,73,4.3,No,Yes,59,69,
627,7.4,1,1,2,80,4.3,Yes,Yes,55,66,
628,7.5,1,2,1,90,4.3,Yes,Yes,59,84,1.0
629,8.3,2,3,0,90,4.8,Yes,Yes,78,83,1.0
630,8.3,2,3,2,85,4.7,Yes,Yes,76,87,1.0
631,7.6,1,2,1,74,4.6,No,Yes,74,85,1.0
632,7.5,1,2,0,80,3.6,No,No,57,69,
633,8.6,2,2,2,88,4.8,Yes,No,83,77,1.0
634,6.6,1,2,1,81,3.4,Yes,Yes,81,85,1.0
635,8.6,2,3,2,87,4.4,Yes,Yes,69,86,1.0
636,7.4,1,1,1,69,3.8,No,Yes,55,64,1.0
637,7.7,1,2,0,81,4.4,Yes,Yes,55,82,1.0
638,7.5,1,1,0,79,4.5,No,No,56,74,
639,7.4,1,2,0,68,4.3,No,Yes,56,67,
640,8.5,1,1,2,83,4.3,Yes,Yes,89,86,1.0
641,6.5,1,1,1,81,4.6,No,No,56,73,
642,7.9,1,1,1,66,4.5,No,No,74,69,
643,6.6,0,1,1,72,3.4,No,No,83,65,
644,8.3,2,3,2,90,4.8,Yes,No,69,80,1.0
645,8.5,2,3,2,88,4.6,Yes,Yes,85,84,1.0
646,7.4,1,2,1,79,4.7,Yes,Yes,59,67,
647,7.9,2,3,2,90,4.6,Yes,Yes,82,87,1.0
648,8.3,1,3,0,84,4.6,Yes,Yes,72,83,
649,7.6,1,2,0,79,4.3,Yes,Yes,79,69,1.0
650,7.6,0,1,2,74,4.6,Yes,Yes,76,67,1.0
651,8.1,1,3,0,90,4.8,Yes,Yes,83,83,
652,6.5,1,1,1,71,4.2,No,No,58,71,
653,6.8,0,3,2,89,4.8,Yes,Yes,78,69,1.0
654,7.3,1,1,0,84,4.3,No,No,61,74,
655,8.2,2,3,1,90,4.8,Yes,Yes,82,77,1.0
656,7.6,0,3,2,85,3.8,Yes,No,79,83,
657,7.4,1,3,0,88,4.2,Yes,Yes,55,74,
658,6.5,0,1,0,77,4.1,No,No,55,67,
659,8.2,1,2,3,85,4.5,Yes,Yes,69,82,
660,8.4,0,3,2,87,4.0,Yes,No,79,80,1.0
661,7.4,1,1,1,73,3.7,No,No,55,63,
662,7.3,1,1,0,90,4.6,Yes,No,76,62,
663,8.4,1,2,1,85,4.8,Yes,Yes,55,66,1.0
664,7.8,0,3,2,90,4.8,Yes,Yes,64,88,
665,8.5,0,3,1,83,4.0,Yes,Yes,59,82,
666,8.1,2,3,2,90,4.8,Yes,Yes,79,83,1.0
667,8.7,2,3,2,87,4.8,Yes,Yes,55,84,1.0
668,6.9,0,1,0,79,3.6,No,No,61,67,
669,8.3,2,3,2,90,4.8,Yes,Yes,71,84,1.0
670,7.6,1,1,0,76,4.0,No,Yes,75,70,1.0
671,7.3,1,1,1,88,4.1,No,No,55,68,
672,7.3,1,1,0,71,4.6,Yes,Yes,75,67,
673,8.8,1,3,2,83,4.8,Yes,Yes,72,84,1.0
674,6.7,1,1,0,82,3.9,No,Yes,66,66,1.0
675,8.3,2,3,2,90,4.6,Yes,Yes,80,83,1.0
676,8.2,1,3,2,85,4.8,Yes,Yes,55,82,
677,7.6,1,3,1,68,4.6,Yes,Yes,72,83,1.0
678,7.3,1,1,0,72,3.9,Yes,No,70,59,
679,8.0,2,3,2,83,4.8,Yes,Yes,75,84,1.0
680,7.6,1,3,0,69,4.3,No,Yes,73,72,1.0
681,8.2,2,1,2,71,4.2,Yes,Yes,85,85,
682,8.1,2,2,0,71,4.4,Yes,Yes,78,83,1.0
683,7.1,0,2,2,76,4.2,No,No,63,64,
684,8.6,1,2,0,82,3.7,Yes,Yes,77,65,1.0
685,7.0,1,2,0,67,4.3,No,Yes,69,69,
686,8.7,0,1,2,82,4.5,Yes,Yes,73,86,1.0
687,8.1,1,2,1,84,4.3,Yes,Yes,77,83,
688,7.5,1,2,0,87,4.6,Yes,Yes,83,81,1.0
689,8.3,1,2,1,73,3.9,No,Yes,61,79,
690,6.5,2,3,2,74,4.2,No,No,90,67,
691,8.5,2,2,2,84,4.5,Yes,Yes,81,84,1.0
692,7.5,0,2,1,62,4.5,No,No,55,65,
693,8.2,1,3,2,83,4.7,Yes,Yes,75,68,1.0
694,8.3,1,3,0,90,4.7,Yes,Yes,86,78,1.0
695,7.2,1,2,0,81,4.3,Yes,Yes,83,63,
696,7.1,2,3,2,90,4.4,Yes,Yes,77,87,1.0
697,7.6,1,2,0,70,3.4,No,Yes,55,74,
698,7.7,1,2,1,74,4.1,No,Yes,67,64,
699,8.7,2,3,3,81,4.2,Yes,Yes,87,84,1.0
700,6.7,0,1,1,69,4.4,No,No,76,68,
701,7.9,1,3,0,79,3.7,No,Yes,67,83,
702,8.4,2,1,1,87,4.8,No,Yes,75,78,
703,6.9,0,1,0,67,3.9,Yes,No,67,65,
704,7.7,1,2,0,78,3.6,No,Yes,64,81,
705,8.4,2,3,2,90,4.7,Yes,Yes,76,84,1.0
706,7.8,0,1,0,78,4.0,Yes,No,64,69,
707,8.1,2,3,0,81,4.8,Yes,Yes,72,88,
708,8.5,1,1,2,82,3.4,Yes,No,76,85,
709,7.7,2,3,2,78,4.8,Yes,No,82,69,
710,8.4,1,3,1,79,4.1,No,Yes,83,87,1.0
711,8.4,2,3,2,84,4.5,Yes,Yes,78,78,1.0
712,6.5,1,2,1,70,3.8,No,No,61,70,
713,7.5,1,1,0,81,4.6,Yes,Yes,60,67,
714,7.4,1,1,1,75,4.2,No,Yes,65,65,
715,8.7,1,3,2,90,4.8,Yes,Yes,70,88,1.0
716,6.7,1,1,1,66,3.4,No,Yes,59,68,
717,8.5,2,3,2,88,4.3,No,Yes,67,88,
718,6.9,1,1,1,74,4.4,No,No,86,63,
719,8.1,2,3,2,87,4.4,Yes,Yes,86,83,1.0
720,8.3,2,2,0,90,4.6,Yes,Yes,81,81,1.0
721,8.1,1,3,2,90,4.6,Yes,Yes,79,88,1.0
722,7.6,1,2,0,86,4.0,Yes,Yes,62,70,
723,7.9,1,2,2,90,4.3,Yes,Yes,74,88,1.0
724,6.5,1,3,2,75,4.7,Yes,No,78,62,
725,7.8,0,3,0,76,3.7,Yes,Yes,85,79,1.0
726,6.8,1,2,0,67,4.8,No,No,55,73,
727,8.3,0,1,2,84,4.7,Yes,Yes,65,64,1.0
728,8.7,1,3,2,90,4.7,Yes,Yes,74,86,1.0
729,7.4,0,2,0,71,4.0,No,Yes,55,73,1.0
730,7.9,0,2,0,69,4.2,No,No,61,66,
731,8.1,2,3,2,90,4.8,Yes,Yes,80,83,1.0
732,7.9,2,3,2,90,4.8,Yes,Yes,82,84,1.0
733,6.5,1,1,1,82,3.4,No,No,55,72,
734,6.7,1,1,1,65,4.0,No,Yes,64,61,
735,8.2,0,1,0,71,4.8,No,No,62,68,
736,8.1,2,3,2,87,4.6,Yes,Yes,85,80,1.0
737,7.0,1,1,1,70,4.8,No,No,61,63,
738,7.0,1,1,1,65,3.0,No,No,55,62,
739,7.7,1,2,0,78,3.6,Yes,Yes,55,71,1.0
740,6.5,2,1,0,79,3.6,No,No,63,65,
741,8.0,1,2,0,81,4.2,Yes,Yes,66,72,
742,7.9,2,3,2,80,4.3,Yes,Yes,78,65,1.0
743,8.3,1,3,2,86,4.8,Yes,Yes,66,88,1.0
744,6.7,1,1,0,78,3.1,No,Yes,74,58,
745,8.4,1,1,2,81,3.9,Yes,Yes,64,84,1.0
746,8.2,2,2,1,74,4.5,No,Yes,65,84,
747,7.9,1,1,1,65,4.3,No,No,57,80,
748,8.3,1,1,2,81,4.6,Yes,No,59,85,
749,8.6,2,2,2,84,4.0,Yes,Yes,72,84,
750,7.5,1,1,0,72,4.1,No,Yes,55,63,
751,8.1,1,2,3,86,4.5,Yes,Yes,88,70,1.0
752,8.2,2,3,1,79,4.8,Yes,Yes,79,86,1.0
753,8.4,2,1,2,77,4.5,Yes,Yes,71,72,
754,6.9,1,2,1,73,4.5,No,No,60,65,
755,6.8,1,1,0,67,4.3,Yes,No,84,61,
756,7.8,1,2,3,87,4.4,Yes,Yes,75,84,
757,8.1,1,3,1,89,4.7,Yes,Yes,78,85,1.0
758,7.7,0,1,1,76,3.9,No,No,58,66,
759,7.6,0,1,0,66,3.5,No,No,55,67,
760,8.6,1,2,0,74,4.4,No,No,55,66,1.0
761,7.5,1,1,0,79,3.7,No,No,55,58,
762,8.3,0,1,1,72,3.5,No,No,60,71,
763,7.7,1,1,0,70,3.9,No,Yes,55,67,
764,7.6,1,1,0,70,3.5,No,No,63,62,
765,7.5,1,3,0,80,4.0,Yes,Yes,60,62,
766,8.1,2,3,2,90,4.8,Yes,Yes,86,85,1.0
767,7.8,1,3,2,81,4.2,Yes,Yes,70,65,1.0
768,8.4,1,3,1,79,4.4,Yes,Yes,78,82,1.0
769,8.0,2,3,2,90,4.8,Yes,Yes,87,88,1.0
770,8.1,2,3,2,90,4.8,Yes,Yes,70,81,1.0
771,7.6,2,3,2,84,4.6,Yes,Yes,72,85,1.0
772,6.8,0,3,1,82,4.2,Yes,Yes,74,72,
773,7.3,1,2,2,73,4.7,Yes,Yes,75,72,
774,6.6,0,1,1,63,3.8,No,No,61,68,
775,6.6,1,1,0,72,3.9,No,Yes,60,69,
776,8.4,1,2,0,71,4.5,Yes,Yes,68,81,1.0
777,8.1,0,3,2,90,4.2,Yes,Yes,69,88,1.0
778,8.1,2,3,2,90,4.8,Yes,Yes,84,86,1.0
779,7.5,2,2,0,79,4.5,Yes,Yes,82,82,1.0
780,7.7,1,3,0,79,4.8,No,Yes,75,69,
781,8.4,0,1,0,90,4.6,Yes,Yes,84,78,1.0
782,7.5,0,2,0,82,4.8,Yes,Yes,68,64,1.0
783,7.8,0,1,1,69,4.2,No,No,57,71,
784,8.4,2,3,1,89,4.6,Yes,Yes,74,70,
785,6.6,1,1,1,69,4.6,No,No,55,79,
786,8.3,2,3,1,86,4.7,No,No,81,84,
787,7.4,1,1,1,67,4.5,No,No,55,67,
788,8.2,1,3,2,87,4.7,Yes,Yes,73,86,1.0
789,6.5,1,1,1,78,4.0,No,No,65,65,
790,7.6,1,2,1,82,4.7,No,Yes,64,65,
791,8.3,1,3,3,86,4.8,Yes,Yes,81,86,1.0
792,6.5,0,1,0,72,3.6,No,No,60,59,
793,6.5,1,1,0,76,3.9,No,Yes,57,76,
794,6.5,1,2,0,77,4.6,No,Yes,64,70,
795,8.4,1,3,2,68,3.6,Yes,Yes,72,61,1.0
796,8.6,1,3,0,81,4.8,Yes,Yes,79,71,1.0
797,8.3,1,3,2,82,4.6,Yes,No,80,81,
798,8.4,1,2,2,75,4.1,Yes,Yes,55,73,
799,7.6,0,1,0,65,4.1,No,No,55,68,
800,8.3,2,3,2,90,4.8,Yes,Yes,77,85,1.0
801,7.7,0,1,2,76,4.6,No,Yes,84,63,
802,6.5,0,1,1,71,4.4,Yes,Yes,55,75,
803,7.6,1,1,0,70,4.0,No,Yes,55,57,
804,7.7,1,1,0,79,3.9,No,Yes,55,72,
805,8.2,1,3,2,71,4.8,Yes,Yes,73,70,
806,7.6,1,2,1,89,4.5,No,No,60,64,
807,7.3,1,3,2,83,4.7,Yes,Yes,70,84,1.0
808,8.3,2,2,1,81,4.3,Yes,Yes,73,72,
809,8.4,1,3,2,90,4.7,Yes,Yes,79,88,1.0
810,7.5,1,1,1,80,3.8,No,No,58,67,
811,7.7,1,2,0,78,4.4,Yes,Yes,80,83,
812,7.6,1,1,0,79,3.9,No,No,57,62,
813,7.1,1,2,0,70,4.0,No,No,57,72,
814,7.9,1,1,1,86,4.3,No,Yes,55,70,
815,6.6,0,1,1,72,4.1,No,Yes,64,70,
816,8.2,2,2,1,90,4.8,No,Yes,72,62,1.0
817,7.4,1,2,2,85,3.5,Yes,Yes,57,68,1.0
818,8.4,1,3,2,78,4.8,Yes,No,85,81,
819,6.8,0,3,2,76,3.9,Yes,Yes,85,73,
820,7.7,1,2,2,90,4.8,No,No,62,86,
821,7.9,1,2,1,82,4.5,Yes,Yes,67,63,
822,8.1,1,3,1,88,4.4,No,Yes,77,87,1.0
823,8.4,2,3,2,90,4.5,Yes,Yes,85,86,1.0
824,7.3,0,2,1,74,3.7,No,No,58,68,
825,8.2,2,3,2,87,4.8,Yes,Yes,75,72,1.0
826,7.6,1,1,1,68,4.2,No,No,56,67,
827,6.7,1,3,1,88,4.3,Yes,No,87,67,
828,7.1,0,2,0,80,3.8,No,Yes,57,70,
829,8.3,1,3,3,90,4.8,Yes,Yes,80,81,1.0
830,7.4,0,1,1,69,3.5,No,No,69,63,
831,8.6,0,3,2,88,4.8,Yes,Yes,85,83,1.0
832,6.7,1,2,1,60,4.1,No,No,55,70,
833,8.0,1,2,0,87,4.4,Yes,Yes,87,82,1.0
834,6.5,1,1,1,67,4.3,No,No,55,67,
835,7.1,0,1,1,71,4.0,No,Yes,56,64,
836,6.7,0,1,0,83,4.4,No,No,62,68,
837,6.5,0,1,1,63,3.7,No,No,58,66,
838,7.7,1,1,2,85,4.7,Yes,Yes,80,82,
839,6.5,1,2,0,69,3.4,No,No,56,71,
840,6.5,1,2,0,67,4.4,No,No,72,68,
841,7.7,0,1,1,65,4.0,No,No,57,66,
842,8.0,2,3,2,90,4.7,Yes,Yes,70,87,1.0
843,6.5,1,1,0,70,4.8,Yes,Yes,79,62,1.0
844,7.1,1,1,1,72,4.3,No,Yes,55,65,
845,7.4,0,2,0,88,3.6,No,No,75,68,
846,8.0,1,1,2,85,4.5,Yes,Yes,63,69,1.0
847,6.5,1,1,1,75,3.9,No,No,58,66,
848,7.5,2,1,2,79,3.9,Yes,Yes,68,82,
849,8.9,1,2,0,77,4.5,Yes,Yes,71,86,
850,8.3,2,1,0,86,4.8,Yes,No,74,86,
851,8.4,1,3,2,90,4.8,Yes,Yes,70,84,
852,6.6,0,2,1,70,3.2,No,Yes,62,58,
853,6.6,1,1,1,75,3.6,No,No,61,72,1.0
854,8.1,2,3,1,75,3.7,Yes,Yes,86,66,1.0
855,6.5,2,3,2,81,3.5,Yes,No,82,68,1.0
856,7.6,0,1,1,85,4.1,No,Yes,56,68,1.0
857,6.5,1,2,0,79,4.6,Yes,No,71,75,1.0
858,6.5,0,3,2,90,4.8,Yes,Yes,82,86,1.0
859,8.6,2,3,2,90,4.8,Yes,Yes,79,82,1.0
860,6.5,1,2,0,84,4.3,No,Yes,80,69,
861,8.0,1,1,0,84,3.9,Yes,No,55,66,
862,7.6,0,1,1,84,4.3,No,No,55,68,
863,7.4,0,1,1,65,4.7,No,No,55,58,
864,8.4,2,3,0,75,4.8,No,No,64,81,1.0
865,8.4,1,3,0,77,4.7,Yes,Yes,79,84,1.0
866,7.5,1,2,1,69,3.8,No,Yes,57,69,
867,6.5,1,1,0,75,4.7,No,Yes,56,69,1.0
868,8.2,2,3,1,70,3.8,No,No,73,65,
869,7.4,1,2,1,67,4.2,No,Yes,58,64,
870,8.4,1,3,2,88,4.8,Yes,Yes,80,85,1.0
871,7.2,1,1,1,69,4.3,No,No,58,62,
872,7.5,1,1,0,74,4.2,No,No,62,68,
873,6.5,1,2,0,71,4.3,No,Yes,55,70,
874,8.6,2,3,2,90,4.8,Yes,Yes,84,85,1.0
875,6.5,1,1,2,71,4.1,Yes,Yes,64,85,
876,7.7,1,1,1,71,4.3,Yes,No,57,71,
877,8.7,1,3,2,90,4.8,Yes,Yes,76,85,1.0
878,6.5,0,1,0,65,3.5,No,Yes,55,71,
879,8.1,1,3,1,90,4.8,Yes,Yes,74,80,1.0
880,7.6,1,2,1,68,4.5,No,Yes,80,66,
881,8.7,2,3,1,77,4.3,Yes,Yes,72,67,
882,7.7,0,1,1,71,4.0,No,No,55,62,
883,8.7,1,3,2,88,4.8,Yes,Yes,83,86,1.0
884,7.1,1,2,0,77,3.7,Yes,Yes,71,69,1.0
885,6.6,1,2,1,74,3.7,No,No,55,66,
886,6.5,0,2,0,78,4.5,No,Yes,55,68,1.0
887,7.6,1,2,0,60,3.9,No,No,55,63,
888,7.4,1,1,1,81,3.8,No,Yes,55,84,
889,8.0,1,1,0,83,4.7,No,Yes,60,87,1.0
890,7.6,1,3,1,83,4.8,No,No,82,68,1.0
891,8.3,2,3,2,90,4.7,Yes,Yes,76,88,1.0
892,7.0,0,1,0,82,4.4,Yes,No,55,73,
893,7.9,1,1,2,74,4.8,Yes,No,80,79,
894,6.5,0,3,1,67,3.5,Yes,Yes,86,72,1.0
895,7.6,1,1,0,74,4.0,No,Yes,60,68,
896,7.4,1,1,1,68,4.7,No,Yes,55,66,
897,7.1,1,2,0,84,4.6,No,Yes,71,61,1.0
898,6.5,1,1,0,68,4.1,No,Yes,55,64,
899,8.5,1,3,1,77,4.7,Yes,Yes,65,85,
900,8.4,0,3,2,89,4.1,Yes,Yes,70,84,1.0
901,8.6,2,3,3,87,4.7,Yes,Yes,70,86,1.0
902,8.0,1,2,1,81,4.4,Yes,Yes,83,84,1.0
903,8.0,1,1,1,77,3.7,Yes,Yes,73,69,
