date,startup,industry,sub_industry,city,investment_type,amount_usd,amount_usd_clean,investment_type_grouped
29/03/2016,Veritas Finance,finance,Asset Based Lending platform,chennai,private equity,"47,00,000",4700000.0,private_equity
29/03/2016,QikShip,consumer internet,Mobile based Logistics provider,new delhi,seed funding,"2,00,000",200000.0,seed
29/03/2016,FixNix,consumer internet,GRC SAAS Platform,chennai,seed funding,"5,00,000",500000.0,seed
30/03/2016,Touchkin,healthcare,Predictive Healthcare platform,bangalore,seed funding,"4,00,000",400000.0,seed
02/02/2016,Altizone,technology,IoT & M2M Solutions,pune,private equity,"40,00,000",4000000.0,private_equity
02/02/2016,Strike,consumer internet,Mobile Email productivity tool,bangalore,seed funding,"22,500",22500.0,seed
02/02/2016,MaaxMarket,consumer internet,Marketing Automation platform,unknown,seed funding,"22,500",22500.0,seed
02/02/2016,Gamooz,technology,Augmented Reality Solutions,gurgaon,seed funding,"22,500",22500.0,seed
02/02/2016,SoundSurround,technology,Audio Technology Solutions,mumbai,seed funding,"22,500",22500.0,seed
03/02/2016,Mazkara,consumer internet,Beauty & Wellness Platform,pune / dubai,seed funding,"10,00,000",1000000.0,seed
03/02/2016,RoadGods,ecommerce,Auto Spare Parts eTailer,new delhi,seed funding,"1,00,000",100000.0,seed
03/02/2016,Pindropmusic,consumer internet,Music Discovery Mobile App,noida,seed funding,"1,00,000",100000.0,seed
03/02/2016,Woodpie,consumer internet,Book Recommendation Service,bangalore,seed funding,"30,000",30000.0,seed
04/02/2016,Perfumery,ecommerce,Fragrances & Perfume eTailer,new delhi,seed funding,"30,000",30000.0,seed
05/02/2016,ZenDrive,technology,Safe Driving Data & Analytics platform,bangalore / sfo,private equity,"1,35,00,000",13500000.0,private_equity
05/02/2016,Gingercrush,ecommerce,Personalized Products & Merchandize eTailer,vadodara,private equity,"10,00,000",1000000.0,private_equity
05/02/2016,American Vision,consumer internet,Optical Store Aggregator Platform,pune,seed funding,"81,000",81000.0,seed
05/02/2016,DawaiLelo,consumer internet,Healthcare Services & Online Pharmacy Mobile App,varanasi,seed funding,"52,000",52000.0,seed
06/02/2016,Heads Up For Tails,ecommerce,Pet Products eTailer,new delhi,seed funding,"10,00,000",1000000.0,seed
08/02/2016,iStyleYou,consumer internet,Personal Fashion Stylist App,gurgaon,seed funding,"1,00,000",100000.0,seed
08/02/2016,AdUrCup,consumer internet,Ad Network,new delhi,seed funding,"1,00,000",100000.0,seed
08/02/2016,Xpressbees,ecommerce,ECommerce Logistics solutions,pune,private equity,"1,25,00,000",12500000.0,private_equity
10/02/2016,Capzest,consumer internet,Digital Lending Platform,mumbai,seed funding,"2,00,000",200000.0,seed
10/02/2016,Affimity,consumer internet,Social Networking platform,bangalore,seed funding,"12,00,000",1200000.0,seed
10/02/2016,Anandakanda,technology,Medicine Intake Reminder System,pune,seed funding,"1,50,000",150000.0,seed
12/02/2016,ActOnMagic,technology,Cloud Analytics and Management Products,bangalore,seed funding,"1,25,000",125000.0,seed
12/02/2016,Bonhomia,food and beverage,premium Tea and Coffee,new delhi,seed funding,"10,00,000",1000000.0,seed
12/02/2016,iGrenEnergi,technology,Solar Power Solutions,mumbai,seed funding,"10,00,000",1000000.0,seed
12/02/2016,RKSV,consumer internet,Online Stock Trading Platform,mumbai,private equity,"40,00,000",4000000.0,private_equity
15/02/2016,Aasaanjobs,consumer internet,Online Recruitment Marketplace,mumbai,private equity,"50,00,000",5000000.0,private_equity
15/02/2016,Snapdeal,ecommerce,Horizontal Online Marketplace,new delhi,private equity,"20,00,00,000",200000000.0,private_equity
15/02/2016,GoYaNo,consumer internet,Events & Restaurant Discovery Marketplace App,gurgaon,seed funding,"50,000",50000.0,seed
15/02/2016,RentSher,consumer internet,Online Household Product Rental platform,bangalore,seed funding,"3,00,000",300000.0,seed
15/02/2016,Buddy,finance,Micro Lending Platform for eCommerce purchases,bangalore,seed funding,"5,00,000",500000.0,seed
16/02/2016,TableHero,consumer internet,Dynamic Restaurant Website creator,bangalore,seed funding,"10,00,000",1000000.0,seed
16/02/2016,BetterPlace,technology,Data analytics based Verification services Platform,bangalore,seed funding,"9,70,000",970000.0,seed
16/02/2016,icustommadeit,ecommerce,Professional Custom creators Marketplace,pune,private equity,"40,00,000",4000000.0,private_equity
17/02/2016,GameZop,technology,Mobile Gaming Platform,new delhi,seed funding,"3,50,000",350000.0,seed
17/02/2016,The Viral Fever,consumer internet,Independent Online Video production company,mumbai,private equity,"1,00,00,000",10000000.0,private_equity
17/02/2016,Avanti Learning,education,Private Coaching Classes,new delhi,private equity,"50,00,000",5000000.0,private_equity
18/02/2016,HealthKumbh,consumer internet,Health related Information portal,ahmedabad,seed funding,"73,000",73000.0,seed
18/02/2016,Careongo,ecommerce,Online Pharmacy store,new delhi,seed funding,"3,00,000",300000.0,seed
18/02/2016,Ark Robot,technology,Warehouse Automation,bangalore,seed funding,"3,50,000",350000.0,seed
19/02/2016,Jaypore,ecommerce,Ethnic Products marketplace,new delhi,private equity,"50,00,000",5000000.0,private_equity
19/02/2016,Advantage Club,consumer internet,mobile platform for corporate employee benefits,gurgaon,seed funding,"4,00,000",400000.0,seed
22/02/2016,Baby Berry,consumer internet,Parenting Mobile app,bangalore,seed funding,"10,00,000",1000000.0,seed
22/02/2016,Magicpin,consumer internet,Hyperlocal Discover Mobile App,new delhi,private equity,"30,00,000",3000000.0,private_equity
22/02/2016,First Eat,consumer internet,Healthy Food Delivery platform,new delhi,seed funding,"1,00,000",100000.0,seed
22/02/2016,Taskbob,consumer internet,Hyperlocal Handyman services platform,mumbai,private equity,"45,00,000",4500000.0,private_equity
22/02/2016,Styledotme,consumer internet,Mobile Fashion App,new delhi,seed funding,"37,000",37000.0,seed
23/02/2016,CupoNation,consumer internet,Deals and Discount platform,gurgaon,private equity,"1,10,00,000",11000000.0,private_equity
24/02/2016,Sayfix,consumer internet,Hyperlocal Home Services Provider,bangalore,seed funding,"1,60,000",160000.0,seed
24/02/2016,NoBroker,consumer internet,Peer to peer property listing platform,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
24/02/2016,AppilyEver,consumer internet,Online wedding services marketplace,hyderabad,seed funding,"4,00,000",400000.0,seed
24/02/2016,Pocketin,consumer internet,Hotel reservations & Deal platform,noida,seed funding,"1,50,000",150000.0,seed
25/02/2016,OfBusiness,ecommerce,B2B commerce Marketplace,gurgaon,private equity,"50,00,000",5000000.0,private_equity
25/02/2016,Juspay,consumer internet,Digital Payments solutions,bangalore,private equity,"58,00,000",5800000.0,private_equity
25/02/2016,Funcart,ecommerce,Party Supplies Etailer,new delhi,seed funding,"70,000",70000.0,seed
26/02/2016,Freedom Smart Labs,technology,IoT retail solutions,new delhi,seed funding,"1,45,000",145000.0,seed
26/02/2016,EduBridge,consumer internet,Skill development and vocational training platform,mumbai,private equity,"25,00,000",2500000.0,private_equity
29/02/2016,Hopscotch,ecommerce,Baby & Kids Products Online Flash sales platform,mumbai,private equity,"1,30,00,000",13000000.0,private_equity
04/01/2016,B9 Beverages,food and beverage,Craft Beer manufacturing company,new delhi,private equity,"60,00,000",6000000.0,private_equity
05/01/2016,MyChild App,education,Child Disorder Information & Education,bhopal,seed funding,"1,00,000",100000.0,seed
05/01/2016,360Ride,consumer internet,Ride Sharing platform,bangalore,seed funding,"1,50,000",150000.0,seed
05/01/2016,Alef\\nMobitech,consumer internet,Cloud Mobility Solutions,mumbai,private equity,"50,00,000",5000000.0,private_equity
06/01/2016,Sensara,technology,"TV Search, Guide and Remote mobile app",bangalore,seed funding,"7,50,000",750000.0,seed
06/01/2016,Zebpay,consumer internet,Bitcoin Buying & Selling Mobile App,ahmedabad,private equity,"10,00,000",1000000.0,private_equity
06/01/2016,PlanMy\\nMedicalTrip,healthcare,Medical Tourism platform,pune,seed funding,"1,50,000",150000.0,seed
06/01/2016,MyCity4Kids,education,Children Education & Information platform,gurgaon,private equity,"30,00,000",3000000.0,private_equity
06/01/2016,Justdakhila.com,education,School Student admissions platform,new delhi,seed funding,"7,50,000",750000.0,seed
07/01/2016,Infurnia,consumer internet,Online Furniture Customization platform,bangalore,seed funding,"1,60,000",160000.0,seed
07/01/2016,Myly,education,Mobile Based Education platform,jaipur,seed funding,"1,00,000",100000.0,seed
07/01/2016,MakeMyTrip,consumer internet,Online Travel/Hotel Booking platform,gurgaon,private equity,"18,00,00,000",180000000.0,private_equity
08/01/2016,Melorra,ecommerce,Online/ Mobile Jewellery Retailer,bangalore,private equity,"50,00,000",5000000.0,private_equity
08/01/2016,ConfirmTKT,consumer internet,Train PNR Status Prediction Platform,bangalore,seed funding,"2,50,000",250000.0,seed
08/01/2016,Gyaanzone,education,Career Planning and Education Advisory Platform,mumbai,seed funding,"45,000",45000.0,seed
11/01/2016,Koovs,ecommerce,Online Fashion Apparel Retailer,gurgaon,private equity,"54,00,000",5400000.0,private_equity
11/01/2016,FreshMenu,consumer internet,Online / Mobile Food Ordering platform,bangalore,private equity,"1,65,00,000",16500000.0,private_equity
11/01/2016,SavvyMob,ecommerce,Last Minute Hotel Bookings mobile marketplace,bangalore,seed funding,"10,00,000",1000000.0,seed
12/01/2016,Shopclues,ecommerce,ECommerce Marketplace,gurgaon,private equity,"10,00,00,000",100000000.0,private_equity
12/01/2016,iBus Networks,technology,Next Generation in-building connectivity,bangalore,private equity,"23,00,000",2300000.0,private_equity
12/01/2016,Happy2Refer,consumer internet,Mobile based Referral Platform,mumbai,seed funding,"2,50,000",250000.0,seed
13/01/2016,CarTrade,consumer internet,Auto Classifieds Portal,mumbai,private equity,"14,50,00,000",145000000.0,private_equity
13/01/2016,Rentomo,consumer internet,peer-to-peer renting Marketplace,bangalore,seed funding,"1,00,000",100000.0,seed
13/01/2016,Roder,consumer internet,inter-city cab aggregator,new delhi,seed funding,"2,40,000",240000.0,seed
13/01/2016,Care24,healthcare,Professional Health Services Platform,mumbai,private equity,"40,00,000",4000000.0,private_equity
14/01/2016,Orahi,consumer internet,Carpooling Mobile App,gurgaon,seed funding,"5,20,000",520000.0,seed
15/01/2016,Fitso,consumer internet,Fitness related Social Networking App & Forum,gurgaon,seed funding,"2,00,000",200000.0,seed
18/01/2016,Kartrocket,consumer internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,new delhi,private equity,"60,00,000",6000000.0,private_equity
19/01/2016,Swiggy,consumer internet,Online/Mobile food ordering platform,bangalore,private equity,"3,50,00,000",35000000.0,private_equity
19/01/2016,DailyObjects,ecommerce,Mobile Accessories etailer,new delhi,private equity,"14,00,000",1400000.0,private_equity
19/01/2016,Indus OS,technology,Local language Mobile OS,mumbai,private equity,"50,00,000",5000000.0,private_equity
19/01/2016,CollegeDunia,consumer internet,Educational College Search platform,new delhi,seed funding,"4,45,000",445000.0,seed
19/01/2016,Villgro,finance,Social Business Incubator & Fund,chennai,private equity,"35,00,000",3500000.0,private_equity
20/01/2016,IndustryBuying,ecommerce,B2B Industrial Goods Marketplace,new delhi,private equity,"18,00,000",1800000.0,private_equity
20/01/2016,Just Buy Live,ecommerce,B2B Marketplace for Distributors,mumbai,private equity,"2,00,00,000",20000000.0,private_equity
20/01/2016,IMbesharam,ecommerce,Adult Products Etailers,new delhi / us,private equity,"40,00,000",4000000.0,private_equity
20/01/2016,Moodoo,consumer internet,Social Meeting organizer App,mumbai / uk,seed funding,"40,000",40000.0,seed
21/01/2016,Fisdom,consumer internet,Personal Finance Mobile App,bangalore,seed funding,"5,00,000",500000.0,seed
21/01/2016,Easypolicy,consumer internet,Online insurance policy aggregator,noida,private equity,"22,00,000",2200000.0,private_equity
21/01/2016,Housing.com,consumer internet,Online Real Estate Portal,mumbai,private equity,"1,50,00,000",15000000.0,private_equity
21/01/2016,CREO,technology,Smartphone OS Developer,bangalore,private equity,"30,00,000",3000000.0,private_equity
22/01/2016,ShabdaNagari,consumer internet,Hindi Language Social Networking Portal,kanpur,seed funding,"2,00,000",200000.0,seed
22/01/2016,SnapBizz,ecommerce,Mobile based Retail Market Ecosystem,bangalore,private equity,"72,00,000",7200000.0,private_equity
22/01/2016,Silvan,technology,Home Automation & Security Solutions,bangalore,seed funding,"5,15,000",515000.0,seed
22/01/2016,EPS,technology,Electronic Payments Solution Company,mumbai,private equity,"3,50,00,000",35000000.0,private_equity
22/01/2016,Qubole,technology,Enterprise Cloud Based Data Processing,bangalore,private equity,"3,00,00,000",30000000.0,private_equity
25/01/2016,SIFTR Labs,consumer internet,Photography curation & Aggregator platform,mumbai,seed funding,"1,50,000",150000.0,seed
25/01/2016,Power2SME,consumer internet,SME Online Buying Hub,gurgaon,private equity,"2,10,00,000",21000000.0,private_equity
27/01/2016,Buildzar,ecommerce,Construction Material ETailer,gurgaon,private equity,"40,00,000",4000000.0,private_equity
27/01/2016,Applicate,technology,"Sales, Market, Distribution & Data Analytics Platform",bangalore,seed funding,"10,00,000",1000000.0,seed
28/01/2016,Zebi (yet to launch),technology,Data Intelligence & Analytics,hyderabad,seed funding,"10,00,000",1000000.0,seed
28/01/2016,Truce,fmcg,Vegetables & Fruits Supply Chain,mumbai,seed funding,"3,70,000",370000.0,seed
29/01/2016,Qriyo,consumer internet,Online Fitness & Educational information Aggregator,jodhpur,seed funding,"1,60,000",160000.0,seed
29/01/2016,Aisle,consumer internet,Indians focused Matchmaking App,bangalore,seed funding,"1,85,000",185000.0,seed
29/01/2016,FreshMenu,consumer internet,Fresh Food Delivery platform,bangalore,private equity,"1,70,00,000",17000000.0,private_equity
29/01/2016,Truebil,ecommerce,Online marketplace for cars,mumbai,private equity,"51,50,000",5150000.0,private_equity
29/01/2016,Rare Media,technology,Mobile & Cloud based App developer,new delhi,private equity,"11,00,000",1100000.0,private_equity
01/12/2015,CollegeDekho,online education information platform,,jaipur,seed funding,"10,00,000",1000000.0,seed
01/12/2015,Patel Logistics,transportation and logistics platform,,mumbai,private equity,"56,00,000",5600000.0,private_equity
01/12/2015,Wigzo,enterprise marketing automation platform,,new delhi,seed funding,"5,00,000",500000.0,seed
01/12/2015,Godof Hospitals,digital healthcare,,new delhi,seed funding,"20,00,000",2000000.0,seed
02/12/2015,RoomsTonite,last minute hotel booking app,,bangalore,seed funding,"15,00,000",1500000.0,seed
03/12/2015,EasyKhaana,online food ordering and delivery platform,,new delhi,seed funding,"1,00,000",100000.0,seed
03/12/2015,Shuttl,app based bus pooling services,,gurgaon,private equity,"2,00,00,000",20000000.0,private_equity
04/12/2015,Applop,on demand mobile app developer,,kolkata,seed funding,"1,00,000",100000.0,seed
04/12/2015,CaRPM,car maintenance and management mobile app,,gurgaon,seed funding,"1,00,000",100000.0,seed
04/12/2015,NDTV Wedding portal,online wedding marketplace,,new delhi,private equity,"2,00,00,000",20000000.0,private_equity
07/12/2015,Customfurnish,custom made furniture e-tailer,,hyderabad,private equity,"45,00,000",4500000.0,private_equity
07/12/2015,Faasos,qsr chain,,pune,private equity,"3,00,00,000",30000000.0,private_equity
